,ESTABLECIMIENTOS DE SALUD DE 1ER NIVEL ORURO,,,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN,,,
ORURO,ANDAMARCA,AVAROA,av. chullunquiani s/n,,,
ORURO,ANDAMARCA,CALAVILLCA,calavillca,,,
ORURO,ANDAMARCA,LLOCO,LLOCO,,,
ORURO,ANDAMARCA,ORINOCA,FINAL ANTOFAGASTA,,,
ORURO,ANDAMARCA,ROSAPATA,ROSAPATA,,,
ORURO,ANDAMARCA,ROSARIO,ROSAPATA,,,
ORURO,ANDAMARCA,SANTIAGO DE ANDAMARCA,AV. DEL ESTUDIANTE S/N ESQUINA BALLIVIAN,,,
ORURO,ANTEQUERA,ANTEQUERA,CALLEJON Nº 3 RIO ANTEQUERA,,,
ORURO,ANTEQUERA,CHALLHUAMAYU,,,,
,,,Calle sin Nombre Comunidad Tutuni Municipio,,,
ORURO,ANTEQUERA,TUTUNI,Antequera Provincia Poopo,,,
ORURO,BELEN DE ANDAMARCA,BELEN DE ANDAMARCA,MUNICIPIO BELÉN DE ANDAMARCA,,,
ORURO,BELEN DE ANDAMARCA,CALAMA,calama,,,
ORURO,BELEN DE ANDAMARCA,CRUZ DE HUAYLLAMARCA,CRUZ DE HUAYLLAMARCA,,,
ORURO,BELEN DE ANDAMARCA,REAL MACHACAMARCA,Real Machacamarca,,,
ORURO,CARACOLLO,CAÑOHUMA,Central Cañohuma,,,
ORURO,CARACOLLO,HUERTA PAMPA,Huertapampa,,,
ORURO,CARACOLLO,HUNTUTA,HUNTUTA,,,
ORURO,CARACOLLO,LA JOYA,Calle Bolivar,entre Santa Barbara y Santa Cruz,,
ORURO,CARACOLLO,LAJMA,CALLE LA PAZ,,,
ORURO,CARACOLLO,MARKA NUEVA LLALLAGUA,Marka nueva llallagua,,,
,,,carretera,oruro cochabamba,a 37 km,de distancia
ORURO,CARACOLLO,OCOTAVI,a la ciudad de oruro,,,
ORURO,CARACOLLO,SILLOTA BELEN,sillota belen,,,
ORURO,CARACOLLO,SILLOTA VITO,zona este,,,
ORURO,CARACOLLO,VENTILLA PONGO,Ventilla Pongo,,,
ORURO,CARACOLLO,VILA VILA,VILA VILA,,,
ORURO,CARANGAS,CARANGAS,A MEDIA CUADRA DE LA PLAZA,,,
ORURO,CHALLAPATA,ANCACATO,,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,,DIRECCIÓN,,
ORURO,CHALLAPATA,ANTACOLLO,Antacollo,,,
ORURO,CHALLAPATA,C.S.A. 1º DE MAYO,TOMAS FRIAS ESQUINA LITORAL,,,
ORURO,CHALLAPATA,CACACHACA,QAQACHACA,,,
ORURO,CHALLAPATA,CRUCE CULTA,AVENIDA POTOSI,,,
ORURO,CHALLAPATA,CULTA ANTIGUA,Lado U.E. Gualberto Villarroel,,,
ORURO,CHALLAPATA,HUANCANE,huancane,,,
ORURO,CHALLAPATA,HUANCARANI,HUANCARANI,,,
ORURO,CHALLAPATA,HUCHUSUMA,huchusuma,,,
,,,Calle sin nombre comunidad de Livichuco frente a la,,,
ORURO,CHALLAPATA,LIVICHUCO,cancha Livichuco,,,
ORURO,CHALLAPATA,NORTE CONDO,catavicollo,,,
ORURO,CHALLAPATA,PARCO,DISTRITO MARKA QAQACHACA,,,
ORURO,CHALLAPATA,SUMAJ CAUSAYPAJ,HÉROES DEL ACRE ENTRE RENGEL Y BALDIVIEZO,,,
ORURO,CHALLAPATA,THOLAPALCA,P.S. Tolpalca,,,
ORURO,CHIPAYA,AYPARAVI,AYPARAVI,,,
ORURO,CHIPAYA,CHIPAYA,calle 6 de agosto,,,
ORURO,CHOQUE COTA,CHOQUECOTA,CHOQUECOTA,,,
ORURO,COIPASA,COIPASA,calle comercio entre franz tamayo,,,
ORURO,CORQUE,CATAZA ANCARAVI,Ancaravi,,,
,,HOSPITAL SAN JUAN BAUTISTA,avenida Oruro s/n,entre calles pelaez general,,
ORURO,CORQUE,CORQUE,Pacotani,,,
ORURO,CORQUE,HUAYLLAPACHA,huayllapacha,,,
ORURO,CORQUE,HUMAMARCA,humamarca,,,
,,,AV. CRUCE SAN ANTONIO N° SIN NUMERO A TRES,,,
,,,CUADRAS DE LA CARRETERA INTERNACIONAL DE,,,
ORURO,CORQUE,OPOQUERI,CHILE,,,
ORURO,CORQUE,POMATA,pomata,,,
ORURO,CORQUE,SAN ANTONIO (ORU),municipio de corque,,,
ORURO,CORQUE,SAN JOSE DE KALA,SAN JOSE DE KALA,,,
ORURO,CORQUE,SAN PEDRO DE HUAYLLOCO,huaylloco,,,
ORURO,CORQUE,TARUCACHI,plaza,,,
ORURO,CORQUE,VILLA COPACABANA,villacopacabana,,,
ORURO,CORQUE,VILLA ESPERANZA,villa esperanza,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,,DIRECCIÓN,,
ORURO,CRUZ DE MACHACAMARCA,CRUZ DE MACHACAMARCA,CRUZ DE MACHACAMARCA,,,
ORURO,CURAHUARA DE CARANGAS,CULTA II,culta,,,
ORURO,CURAHUARA DE CARANGAS,CURAHUARA DE CARANGAS,23 de marzo,s/n Maximiliano Paredes,,
ORURO,CURAHUARA DE CARANGAS,LAGUNAS,CALLE "D" N° S/N ENTRE CALLE "2",,,
ORURO,CURAHUARA DE CARANGAS,SAJAMA,AV. PANAMERICANA,,,
ORURO,EL CHORO,CHAITAVI,SAN FELIPE DE CHAITAVI,,,
ORURO,EL CHORO,CRUCERO BELEN,CRUCERO BELEN,,,
,,EL CHORO VIRGEN DE LAS,,,,
ORURO,EL CHORO,NIEVES,PLAZA SIMON BOLIVAR,,,
ORURO,EL CHORO,RANCHO GRANDE,COMUNIDAD RANCHO GRANDE,,,
ORURO,EL CHORO,SAN PEDRO DE CHALLACOLLO,Calle Porvenir S/N,,,
ORURO,EL CHORO,SANTA MARIA,SANTA MARIA,,,
ORURO,ESCARA,ESCARA (ORU),PASAJE 1 Y AV. COMERCIO,,,
,,,10 de septiembre N°s/n entre calle Belén y Virgen,,,
ORURO,ESMERALDA,BELEN DE ESMERALDA,de Natividad,,,
ORURO,EUCALIPTUS,AMACHUMA,comunidad amachuma,,,
,,,CALLE EDUARDO AVAROA S/N ENTRE CAP.,,,
ORURO,EUCALIPTUS,EUCALIPTUS,MORALES ENTRE LA PAZ Y CAMACHO,,,
ORURO,EUCALIPTUS,QUELCATA,Quelcata,,,
ORURO,HUACHACALLA,HUACHACALLA,Occidente,,,
ORURO,HUANUNI,BARTOLINA SISA,CALLE CAMACHO S/N,,,
ORURO,HUANUNI,CATARICAGUA,CATARICAGUA HUANUNI,,,
ORURO,HUANUNI,HUALLATIRI,COMUNIDAD HUAYLLATIRI,,,
ORURO,HUANUNI,HUAYRAPATA,CAMPAMENTO HUAYRAPATA,,,
ORURO,HUANUNI,JAPO,COMUNIDAD JAPO,,,
ORURO,HUANUNI,MOROCOCALA,MOROCOCALA,,,
ORURO,HUANUNI,TAYAQUIRA,COMUNIDAD TAYAQUIRA HUANUNI,,,
ORURO,HUAYLLAMARCA,BELEN DE CHOQUECOTA,BELEN DE CHOQUECOTA,,,
ORURO,HUAYLLAMARCA,BELLA VISTA,bella vista,,,
ORURO,HUAYLLAMARCA,CHOJNOHUMA,CHOJÑOHUMA,,,
ORURO,HUAYLLAMARCA,CHUQUICHAMBI,CHUQUICHAMBI,,,
ORURO,HUAYLLAMARCA,HUAYLLAMARCA,huayllamarca Y CALLE ORURO,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN,,,
ORURO,HUAYLLAMARCA,LLANQUERA,HEROES DEL CHACO Y AV. DEL FOLKLORE,,,
ORURO,HUAYLLAMARCA,PUERTO NEQUETA,PUERTO ÑEQUETA,,,
ORURO,HUAYLLAMARCA,SAN MIGUEL (ORU),San Miguel,,,
ORURO,LA RIVERA,LA RIVERA,CALLE SAJAMA S/N,,,
ORURO,MACHACAMARCA,ACO ACO,ACOACO,,,
,,MACHACAMARCA HNA.,"Calle Copacobana S/N , entre San José y Av. Oruro",,,
ORURO,MACHACAMARCA,MONICA,zona Noreste,,,
ORURO,ORURO,7 DE MARZO,Zona San Isidro: San Antonio entre Madrid y Lima,,,
,,,CALLE 20 ESQUINA 500 S/N URBANIZACIÓN ALTO,,,
ORURO,ORURO,ALTO ORURO,ORURO,,,
ORURO,ORURO,AMBULATORIO SOCAMANI,urb. nuevo Amanecer,,,
ORURO,ORURO,ASISTENCIA PUBLICA,Washington esquina Adolfo Mier s/n,,,
,,,URB. AURORA AV. MARIO MERCADO VACA,,,
ORURO,ORURO,AURORA,GUZMÁN ENTRE TERESA DE CALCUTA S/N,,,
,,CENTRO DE SALUD,,,,
ORURO,ORURO,VICHULOMA,"Plazuela Vichuloma lado oeste, Zona Zofro",,,
,,CENTRO DE SALUD,,,,
ORURO,ORURO,EPIDEMIOLOGICO,Sin registro,,,
ORURO,ORURO,CHIRIPUJIO,AV. ESPAÑA ENTRE ECUADOR Y PANAMA,,,
ORURO,ORURO,GOTA DE LECHE,Sin registro,,,
,,MARIA AUXILIADORA,,,,
ORURO,ORURO,(HUAJARA),Urbanización huajara III entre avenida 3 y 4,,,
ORURO,ORURO,NSTA.SRA. DE CANDELARIA,calle 1 esquina calle B,,,
,,,AV. MAMA OCLLO ESQ. TUPAC YUPANQUI S/N,,,
ORURO,ORURO,PLAN 500,URBANIZACIÓN PLAN 500,,,
ORURO,ORURO,PUMAS ANDINOS,"URBANIZACION PUMAS ANDINOS MZ 42, L3",,,
ORURO,ORURO,RAFAEL PABON,ARICA S/N TOMAS FRIAS Y LIZARRAGA,,,
,,,PASAJE JUAN PEÑARANDA Y PROLONGACION,,,
ORURO,ORURO,RUMY CAMPANA,CARRASCO,,,
ORURO,ORURO,SANTA LUCIA (ORU),Junin Tacna y Arica,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN,,,
,,,CELESTINO GUTIERREZ ESQUINA MARTÍN,,,
,,,CÁRDENAS URBANIZACIÓN SANTA ROSA ZONA NOR,,,
ORURO,ORURO,SANTA ROSA,ESTE,,,
ORURO,ORURO,VERDE UNO,"RENE RENJEL SN, GABRIELA MISTRE",,,
,,,Av. 10 de febrero y bolivar frente plaza principal,,,
ORURO,ORURO,VINTO,Vinto,,,
ORURO,ORURO,YUGOESLAVO,AV. TOMAS BARRON BARRIO SENAC,(Y.P.F.B.),,
ORURO,PAMPA AULLAGAS,ICHALULA,CALLE S/N,,,
ORURO,PAMPA AULLAGAS,PAMPA AULLAGAS,CALLE LITORAL S/N ENTRE AYACUCHO,,,
ORURO,PAMPA AULLAGAS,VENGAL VINTO,VENGAL VINTO,,,
ORURO,PAZÑA,AVICAYA,TOTORAL CHICO,,,
ORURO,PAZÑA,PAZÑA,PLAZUELA GERMAN BUCH,,,
ORURO,PAZÑA,PEÑAS,Av. comercio,,,
ORURO,PAZÑA,TOTORAL,AV. SIMON BOLIVAR ESQUIBA CALLE Y-2,,,
ORURO,PAZÑA,URMIRI,URMIRI,,,
ORURO,POOPO,CALLIPAMPA,CALLIPAMPA,,,
ORURO,POOPO,POOPO,SUCRE ENTRE OBLITAS Y RODRIGUES,,,
ORURO,POOPO,SAN JOSE TOLAPAMPA (ORU),CARRETERA PANAMERICANA LADO SUD S/N,,,
ORURO,POOPO,VENTA Y MEDIA,CAÑADON VENTA Y MEDIA,,,
ORURO,SABAYA,CRUZ DE HUAYLLAS,CRUZ DE HUAYLLAS,,,
ORURO,SABAYA,JULO,JULO,,,
ORURO,SABAYA,NEGRILLOS,PLAZA PRINCIPAL DE NEGRILLOS,,,
ORURO,SABAYA,PISIGA BOLIVAR,pisiga,,,
ORURO,SABAYA,SABAYA,MUNICIPIO DE SABAYA,,,
ORURO,SABAYA,VILLA VITALINA,VILLA VITALINA,,,
ORURO,SALINAS DE GARCI MENDOZA,AROMA,AROMA,,,
ORURO,SALINAS DE GARCI MENDOZA,CHALLACOTA,challacota,,,
ORURO,SALINAS DE GARCI MENDOZA,LUCA,Comunidad de luca,,,
,,P.S. VIRGEN DE CONCEPCION,,,,
ORURO,SALINAS DE GARCI MENDOZA,DE VILLA ESPERANZA,localidad de villa esperanza,,,
ORURO,SALINAS DE GARCI MENDOZA,PUQUI,COMUNIDAD PUQUI,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN,,,
,,,Calle Y entre Sucre y batallon Colorados de salinas,,,
ORURO,SALINAS DE GARCI MENDOZA,SALINAS DE G. MENDOZA,de Garci mendoza,,,
ORURO,SALINAS DE GARCI MENDOZA,SAN MARTIN,calle oruro entre cochabamba y san martin,,,
ORURO,SALINAS DE GARCI MENDOZA,UCUMASI,6 DE AGOSTO Y LA PAZ,,,
ORURO,SANTIAGO DE HUARI,CASTILLO HUMA,COMUNIDAD CASTILLA HUMA,,,
ORURO,SANTIAGO DE HUARI,GUADALUPE,guadalupe,,,
ORURO,SANTIAGO DE HUARI,HUARI,ANICETO ARCE Y BENI,,,
ORURO,SANTIAGO DE HUARI,MARKA LAGUNILLAS,Marka Lagunillas,,,
ORURO,SANTIAGO DE HUARI,SAN PEDRO DE CONDO,SAN PEDRO DE CONDO,,,
ORURO,SANTIAGO DE HUARI,URMIRI DE QUILLACAS,CALLE BOLIVAR ENTRE SIN NUMERO,,,
ORURO,SANTIAGO DE HUARI,VICHAJ LUPE,COMUNIDAD VICHAJLUPE,,,
,,,CALLE BOLIVAR S/N ENTRE LADISLAO CABRERA Y 3,,,
ORURO,SANTUARIO DE QUILLACAS,SANTUARIO DE QUILLACAS,DE MAYO,,,
ORURO,SANTUARIO DE QUILLACAS,SEVARUYO,Junin y 25 de Mayo,,,
ORURO,SANTUARIO DE QUILLACAS,TORKO,comunidad de torko,,,
ORURO,SORACACHI,CACHI CACHI,cachicachi,,,
ORURO,SORACACHI,CRUCE OCOTAVI,CRUCEOCTAVI,,,
ORURO,SORACACHI,GUARDANA,Plaza Principal Guardaña,,,
ORURO,SORACACHI,HUAYNA PASTO GRANDE,HUAYÑA PASTO GRANDE,,,
ORURO,SORACACHI,IRUMA,IRUMA,,,
ORURO,SORACACHI,LEQUEPALCA,comunadad lequepalca,,,
ORURO,SORACACHI,P.S. BANDERANI,banderani,,,
ORURO,SORACACHI,PARIA,comunidad paria,,,
ORURO,SORACACHI,SEPULTURAS,Sepulturas,,,
ORURO,SORACACHI,SORACACHI,comunidad soracachi,,,
ORURO,SORACACHI,THOLAPALCA,THOLAPALCA,,,
ORURO,TODOS SANTOS,TODOS SANTOS,Av. Comerio y España S/N,,,
ORURO,TOLEDO,CARI CARI,CALLE D Y CALLE 5,,,
ORURO,TOLEDO,CHALLA CRUZ,av. sucre y calle C,,,
ORURO,TOLEDO,CHALLAVITO,CALLE S/N,,,
ORURO,TOLEDO,CULLURI,CALLE B Y CALLE 2,,,
,,,Avenida san francisco entre avenida del estudiante,,,
ORURO,TOLEDO,TOLEDO,y calle Tupiza,,,
DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCIÓN,,,
ORURO,TOLEDO,TOMA TOMA,CALLE S/N,,,
ORURO,TOLEDO,UNTAVI,CALLE DEL ESTUDIANTE,,,
ORURO,TOTORA(ORR),CALASAYA,avenida panamericana s/n,,,
ORURO,TOTORA(ORR),CRUCERO,Crucero Municipio San Pedro de Totora,,,
ORURO,TOTORA(ORR),CULTA,"Culta, FRENTE A COLEGIO LITORAL DE CULTA",,,
ORURO,TOTORA(ORR),HUACANAPI,HUCANAPI,,,
ORURO,TOTORA(ORR),ROSA SANI,Rosasani,,,
ORURO,TOTORA(ORR),SAN PEDRO DE TOTORA,"Depto. Oruro, Prov. S.P. Totora, Mun. S.P.Totora",,,
ORURO,TOTORA(ORR),SORA SORA,comunidad sora sora,,,
,,,"Depto.Oruro,Prov.S.P.Totora,Municipio.S.P.Totora,C",,,
ORURO,TOTORA(ORR),VILLA IRPOCO,omunidad Villa Irpoco,,,
ORURO,TOTORA(ORR),VINOHUTA,Vinohuta,,,
ORURO,TURCO,CHACHACOMANI,Calle Capurata s/n entre Avda. Topater y Camacho,,,
ORURO,TURCO,COSAPA,COSAPA,,,
ORURO,TURCO,LACA LACA,calle oruro entre la paz,,,
,,,CALLE ARICA S/N ENTRE CALLE ORURO Y CALLE LA,,,
ORURO,TURCO,TAMBO QUEMADO,PAZ,,,
ORURO,TURCO,TITIRI,calle LaPaz entre pumiri,,,
ORURO,TURCO,TURCO,SANTA BARABARA ENTRE ORURO Y SAJAMA,,,
ORURO,YUNGUYO DE LITORAL,YUNGUYO DE LITORAL,yunguyo de litoral,,,
