id,cod_dep,departamento,cod_mun,municipio,centro_salud,puesto_de_salud,hospital_basico,hospital_general,instituto_especializado,total_establecimientos_de_salud
1,1,CHUQUISACA,10101,SUCRE,101,10,8,3,5,127
2,1,CHUQUISACA,10102,YOTALA,1,9,,,,10
3,1,CHUQUISACA,10103,POROMA,8,10,,,,18
4,1,CHUQUISACA,10201,AZURDUY,5,6,,,,11
5,1,CHUQUISACA,10202,TARVITA,10,2,,,,12
6,1,CHUQUISACA,10301,ZUDAÑEZ,2,4,,,,6
7,1,CHUQUISACA,10302,PRESTO,3,3,,,,6
8,1,CHUQUISACA,10303,MOJOCOYA,5,3,,,,8
9,1,CHUQUISACA,10304,ICLA,6,4,,,,10
10,1,CHUQUISACA,10401,PADILLA,3,4,1,,,8
11,1,CHUQUISACA,10402,TOMINA,3,7,,,,10
12,1,CHUQUISACA,10403,SOPACHUY,2,2,1,,,5
13,1,CHUQUISACA,10404,ALCALA,2,1,,,,3
14,1,CHUQUISACA,10405,EL VILLAR,2,3,,,,5
15,1,CHUQUISACA,10501,MONTEAGUDO,8,10,1,,,19
16,1,CHUQUISACA,10502,HUACARETA,5,9,,,,14
17,1,CHUQUISACA,10601,TARABUCO,6,4,1,,,11
18,1,CHUQUISACA,10602,YAMPARAEZ,2,7,,,,9
19,1,CHUQUISACA,10701,CAMARGO,3,5,1,,,9
20,1,CHUQUISACA,10702,SAN LUCAS,9,19,,,,28
21,1,CHUQUISACA,10703,INCAHUASI,2,6,,,,8
22,1,CHUQUISACA,10704,VILLA CHARCAS,2,6,,,,8
23,1,CHUQUISACA,10801,VILLA SERRANO,5,3,,,,8
24,1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),1,3,,,,4
25,1,CHUQUISACA,10902,CULPINA,3,9,,,,12
26,1,CHUQUISACA,10903,LAS CARRERAS,1,5,,,,6
27,1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),3,9,,,,12
28,1,CHUQUISACA,11002,HUACAYA (VILLA DE HUACAYA),2,4,,,,6
29,1,CHUQUISACA,11003,MACHARETI,4,7,,,,11
30,2,LA PAZ,20101,LA PAZ,112,1,20,5,10,148
31,2,LA PAZ,20102,PALCA,5,5,,,,10
32,2,LA PAZ,20103,MECAPACA,3,4,,,,7
33,2,LA PAZ,20104,ACHOCALLA,2,1,,,,3
34,2,LA PAZ,20105,EL ALTO,79,,9,1,,89
35,2,LA PAZ,20201,ACHACACHI,5,14,1,,,20
36,2,LA PAZ,20202,ANCORAIMES,1,5,1,,,7
37,2,LA PAZ,20203,HUARINA,1,1,,,,2
38,2,LA PAZ,20204,SANTIAGO DE HUATA,1,2,,,,3
39,2,LA PAZ,20205,HUATAJATA,,,,,,0
40,2,LA PAZ,20206,CHUA COCANI,,,,,,0
41,2,LA PAZ,20301,CORO CORO,2,5,,,,7
42,2,LA PAZ,20302,CAQUIAVIRI,2,5,,,,7
43,2,LA PAZ,20303,CALACOTO,1,6,,,,7
44,2,LA PAZ,20304,COMANCHE,1,2,,,,3
45,2,LA PAZ,20305,CHARAÑA,1,1,,,,2
46,2,LA PAZ,20306,WALDO BALLIVIAN,1,,,,,1
47,2,LA PAZ,20307,NAZACARA DE PACAJES,,1,,,,1
48,2,LA PAZ,20308,SANTIAGO DE CALLAPA,1,4,,,,5
49,2,LA PAZ,20401,PUERTO ACOSTA,1,4,,,,5
50,2,LA PAZ,20402,MOCOMOCO,3,7,,,,10
51,2,LA PAZ,20403,PUERTO CARABUCO,4,8,,,,12
52,2,LA PAZ,20404,HUMANATA,1,1,,,,2
53,2,LA PAZ,20405,ESCOMA,,1,1,,,2
54,2,LA PAZ,20501,CHUMA,3,4,,,,7
55,2,LA PAZ,20502,AYATA,3,2,,,,5
56,2,LA PAZ,20503,AUCAPATA,1,5,,,,6
57,2,LA PAZ,20601,SORATA,1,7,1,,,9
58,2,LA PAZ,20602,GUANAY,1,4,1,,,6
59,2,LA PAZ,20603,TACACOMA,2,2,,,,4
60,2,LA PAZ,20604,QUIABAYA,1,,,,,1
61,2,LA PAZ,20605,COMBAYA,1,3,,,,4
62,2,LA PAZ,20606,TIPUANI,4,,,,,4
63,2,LA PAZ,20607,MAPIRI,2,2,,,,4
64,2,LA PAZ,20608,TEOPONTE,3,4,,,,7
65,2,LA PAZ,20701,APOLO,2,4,1,,,7
66,2,LA PAZ,20702,PELECHUCO,2,4,,,,6
67,2,LA PAZ,20801,VIACHA,7,5,,,,12
68,2,LA PAZ,20802,GUAQUI,1,3,,,,4
69,2,LA PAZ,20803,TIAWANACU,1,4,,,,5
70,2,LA PAZ,20804,DESAGUADERO,1,1,,,,2
71,2,LA PAZ,20805,SAN ANDRES DE MACHACA,2,3,,,,5
72,2,LA PAZ,20806,JESUS DE MACHACA,4,3,,,,7
73,2,LA PAZ,20807,TARACO,1,3,,,,4
74,2,LA PAZ,20901,LURIBAY,4,5,,,,9
75,2,LA PAZ,20902,SAPAHAQUI,2,2,,,,4
76,2,LA PAZ,20903,YACO,2,7,,,,9
77,2,LA PAZ,20904,MALLA,2,2,,,,4
78,2,LA PAZ,20905,CAIROMA,5,5,,,,10
79,2,LA PAZ,21001,INQUISIVI,3,7,,,,10
80,2,LA PAZ,21002,QUIME,4,1,,,,5
81,2,LA PAZ,21003,CAJUATA,2,3,,,,5
82,2,LA PAZ,21004,COLQUIRI,4,6,,,,10
83,2,LA PAZ,21005,ICHOCA,1,3,,,,4
84,2,LA PAZ,21006,LICOMA PAMPA,1,1,,,,2
85,2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),1,4,1,,,6
86,2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),1,8,1,,,10
87,2,LA PAZ,21103,YANACACHI,1,3,,,,4
88,2,LA PAZ,21104,PALOS BLANCOS,6,8,1,,,15
89,2,LA PAZ,21105,LA ASUNTA,3,6,,,,9
90,2,LA PAZ,21201,PUCARANI,4,4,1,,,9
91,2,LA PAZ,21202,LAJA,2,6,,,,8
92,2,LA PAZ,21203,BATALLAS,,4,1,,,5
93,2,LA PAZ,21204,PUERTO PEREZ,1,4,,,,5
94,2,LA PAZ,21301,SICA SICA (VILLA AROMA),4,6,,,,10
95,2,LA PAZ,21302,UMALA,3,4,,,,7
96,2,LA PAZ,21303,AYO AYO,2,1,,,,3
97,2,LA PAZ,21304,CALAMARCA,1,4,,,,5
98,2,LA PAZ,21305,PATACAMAYA,,3,1,,,4
99,2,LA PAZ,21306,COLQUENCHA,1,3,,,,4
100,2,LA PAZ,21307,COLLANA,1,2,,,,3
101,2,LA PAZ,21401,COROICO,2,3,1,,,6
102,2,LA PAZ,21402,CORIPATA,2,3,1,,,6
103,2,LA PAZ,21501,IXIAMAS,4,4,,,,8
104,2,LA PAZ,21502,SAN BUENA VENTURA,2,4,,,,6
105,2,LA PAZ,21601,GRAL. J.J. PEREZ  (CHARAZANI),5,3,,,,8
106,2,LA PAZ,21602,CURVA,1,2,,,,3
107,2,LA PAZ,21701,COPACABANA,,2,1,,,3
108,2,LA PAZ,21702,SAN PEDRO DE TIQUINA,2,2,,,,4
109,2,LA PAZ,21703,TITO YUPANQUI (PARQUIPUJIO),1,1,,,,2
110,2,LA PAZ,21801,SAN PEDRO DE CURAHUARA,3,3,,,,6
111,2,LA PAZ,21802,PAPEL PAMPA,2,4,,,,6
112,2,LA PAZ,21803,CHACARILLA,1,1,,,,2
113,2,LA PAZ,21901,SANTIAGO DE MACHACA,1,3,,,,4
114,2,LA PAZ,21902,CATACORA,1,1,,,,2
115,2,LA PAZ,22001,CARANAVI,6,10,1,,,17
116,2,LA PAZ,22002,ALTO BENI,4,4,,,,8
117,3,COCAHBAMBA,30101,COCHABAMBA,81,,27,15,4,127
118,3,COCAHBAMBA,30201,AIQUILE,1,6,2,,,9
119,3,COCAHBAMBA,30202,PASORAPA,1,4,,,,5
120,3,COCAHBAMBA,30203,OMEREQUE,3,3,,,,6
121,3,COCAHBAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),5,16,1,,,22
122,3,COCAHBAMBA,30302,MOROCHATA,5,4,,,,9
123,3,COCAHBAMBA,30303,COCAPATA,7,6,,,,13
124,3,COCAHBAMBA,30401,TARATA,1,3,,,,4
125,3,COCAHBAMBA,30402,ANZALDO,2,9,,,,11
126,3,COCAHBAMBA,30403,ARBIETO,1,4,,,,5
127,3,COCAHBAMBA,30404,SACABAMBA,1,4,,,,5
128,3,COCAHBAMBA,30501,ARANI,1,4,,,,5
129,3,COCAHBAMBA,30502,VACAS,4,3,,,,7
130,3,COCAHBAMBA,30601,ARQUE,2,7,,,,9
131,3,COCAHBAMBA,30602,TACOPAYA,2,5,,,,7
132,3,COCAHBAMBA,30701,CAPINOTA,6,,1,,,7
133,3,COCAHBAMBA,30702,SANTIVAÑES,1,4,,,,5
134,3,COCAHBAMBA,30703,SICAYA,1,2,,,,3
135,3,COCAHBAMBA,30801,CLIZA,2,3,,,,5
136,3,COCAHBAMBA,30802,TOCO,3,1,,,,4
137,3,COCAHBAMBA,30803,TOLATA,1,1,,,,2
138,3,COCAHBAMBA,30901,QUILLACOLLO,12,,1,,,13
139,3,COCAHBAMBA,30902,SIPE SIPE,7,1,,,,8
140,3,COCAHBAMBA,30903,TIQUIPAYA,9,2,1,,,12
141,3,COCAHBAMBA,30904,VINTO,5,,2,,,7
142,3,COCAHBAMBA,30905,COLCAPIRHUA,4,,2,,,6
143,3,COCAHBAMBA,31001,SACABA,20,9,1,,,30
144,3,COCAHBAMBA,31002,COLOMI,5,4,,,,9
145,3,COCAHBAMBA,31003,VILLA TUNARI,11,16,1,,,28
146,3,COCAHBAMBA,31101,TAPACARI,10,9,,,,19
147,3,COCAHBAMBA,31201,TOTORA(CBBA),2,5,1,,,8
148,3,COCAHBAMBA,31202,POJO (CBBA),3,6,,,,9
149,3,COCAHBAMBA,31203,POCONA,6,9,,,,15
150,3,COCAHBAMBA,31204,CHIMORE,3,7,,,,10
151,3,COCAHBAMBA,31205,PUERTO VILLARROEL,6,15,1,,,22
152,3,COCAHBAMBA,31206,ENTRE RIOS CBBA,4,5,,,,9
153,3,COCAHBAMBA,31301,MIZQUE,7,7,1,,,15
154,3,COCAHBAMBA,31302,VILA VILA,1,4,,,,5
155,3,COCAHBAMBA,31303,ALALAY,1,5,,,,6
156,3,COCAHBAMBA,31401,PUNATA,8,1,1,,,10
157,3,COCAHBAMBA,31402,VILLA RIVERO,2,2,,,,4
158,3,COCAHBAMBA,31403,SAN BENITO,2,3,,,,5
159,3,COCAHBAMBA,31404,TACACHI,,2,,,,2
160,3,COCAHBAMBA,31405,CUCHUMUELA (V. G. VILLARROEL),1,1,,,,2
161,3,COCAHBAMBA,31501,BOLIVAR,2,3,,,,5
162,3,COCAHBAMBA,31601,TIRAQUE (CBBA),2,11,,,,13
163,3,COCAHBAMBA,31602,SHINAOTA,1,3,1,,,5
164,4,ORURO,40101,ORURO,38,1,7,3,,49
165,4,ORURO,40102,CARACOLLO,3,7,,,,10
166,4,ORURO,40103,EL CHORO,2,4,,,,6
167,4,ORURO,40104,SORACACHI,4,7,,,,11
168,4,ORURO,40201,CHALLAPATA,5,8,1,,,14
169,4,ORURO,40202,SANTUARIO DE QUILLACAS,2,1,,,,3
170,4,ORURO,40301,CORQUE,2,10,,,,12
171,4,ORURO,40302,CHOQUE COTA,1,,,,,1
172,4,ORURO,40401,CURAHUARA DE CARANGAS,2,2,,,,4
173,4,ORURO,40402,TURCO,3,3,,,,6
174,4,ORURO,40501,HUACHACALLA,1,,,,,1
175,4,ORURO,40502,ESCARA,,1,,,,1
176,4,ORURO,40503,CRUZ DE MACHACAMARCA,,1,,,,1
177,4,ORURO,40504,YUNGUYO DE LITORAL,,1,,,,1
178,4,ORURO,40505,ESMERALDA,,1,,,,1
179,4,ORURO,40601,POOPO,3,2,,,,5
180,4,ORURO,40602,PAZÑA,4,2,,,,6
181,4,ORURO,40603,ANTEQUERA,1,2,,,,3
182,4,ORURO,40701,HUANUNI,1,7,1,,,9
183,4,ORURO,40702,MACHACAMARCA,2,1,,,,3
184,4,ORURO,40801,SALINAS DE GARCI MENDOZA,3,4,,,,7
185,4,ORURO,40802,PAMPA AULLAGAS,1,2,,,,3
186,4,ORURO,40901,SABAYA,2,4,,,,6
187,4,ORURO,40902,COIPASA,1,,,,,1
188,4,ORURO,40903,CHIPAYA,1,1,,,,2
189,4,ORURO,41001,TOLEDO,2,6,,,,8
190,4,ORURO,41101,EUCALIPTUS,1,2,,,,3
191,4,ORURO,41201,ANDAMARCA,3,4,,,,7
192,4,ORURO,41202,BELEN DE ANDAMARCA,1,3,,,,4
193,4,ORURO,41301,TOTORA(ORR),1,8,,,,9
194,4,ORURO,41401,SANTIAGO DE HUARI,3,4,,,,7
195,4,ORURO,41501,LA RIVERA,1,,,,,1
196,4,ORURO,41502,TODOS SANTOS,,1,,,,1
197,4,ORURO,41503,CARANGAS,,1,,,,1
198,4,ORURO,41601,HUAYLLAMARCA,1,7,,,,8
199,5,POTOSI,50101,POTOSI,30,4,3,2,,39
200,5,POTOSI,50102,TINGUIPAYA,7,10,,,,17
201,5,POTOSI,50103,YOCALLA,4,4,,,,8
202,5,POTOSI,50104,BELEN DE URMIRI,1,2,,,,3
203,5,POTOSI,50201,UNCIA,4,2,1,,,7
204,5,POTOSI,50202,CHAYANTA,3,10,,,,13
205,5,POTOSI,50203,LLALLAGUA,4,6,1,,,11
206,5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,1,3,,,,4
207,5,POTOSI,50301,BETANZOS,13,16,,,,29
208,5,POTOSI,50302,CHAQUI,3,5,,,,8
209,5,POTOSI,50303,TACOBAMBA,3,6,,,,9
210,5,POTOSI,50401,COLQUECHACA,12,13,,,,25
211,5,POTOSI,50402,RAVELO,3,11,,,,14
212,5,POTOSI,50403,POCOATA,8,11,,,,19
213,5,POTOSI,50404,OCURI,4,9,,,,13
214,5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,2,13,,,,15
215,5,POTOSI,50502,TORO TORO,2,6,,,,8
216,5,POTOSI,50601,COTAGAITA,13,24,,,,37
217,5,POTOSI,50602,VITICHI,3,10,,,,13
218,5,POTOSI,50701,SACACA,1,13,,,,14
219,5,POTOSI,50702,CARIPUYO,2,5,,,,7
220,5,POTOSI,50801,TUPIZA,19,29,1,,,49
221,5,POTOSI,50802,ATOCHA,7,6,1,,,14
222,5,POTOSI,50901,"COLCHA ""K""",3,14,,,,17
223,5,POTOSI,50902,SAN PEDRO DE QUEMES,1,,,,,1
224,5,POTOSI,51001,SAN PABLO DE LIPEZ,2,9,,,,11
225,5,POTOSI,51002,MOJINETE,1,2,,,,3
226,5,POTOSI,51003,SAN ANTONIO DE ESMORUCO,1,3,,,,4
227,5,POTOSI,51101,PUNA,8,13,,,,21
228,5,POTOSI,51102,"CAIZA ""D""",3,8,,,,11
229,5,POTOSI,51103,CKOCHAS,5,13,,,,18
230,5,POTOSI,51201,UYUNI,5,11,2,,,18
231,5,POTOSI,51202,TOMAVE,5,10,,,,15
232,5,POTOSI,51203,PORCO,3,1,,,,4
233,5,POTOSI,51301,ARAMPAMPA,1,4,,,,5
234,5,POTOSI,51302,ACACIO,1,5,,,,6
235,5,POTOSI,51401,LLICA,1,8,,,,9
236,5,POTOSI,51402,TAHUA,1,2,,,,3
237,5,POTOSI,51501,VILLAZON,8,10,1,,,19
238,5,POTOSI,51601,SAN AGUSTIN,1,3,,,,4
239,6,TARIJA,60101,TARIJA,40,4,9,2,1,56
240,6,TARIJA,60201,PADCAYA,6,21,,,,27
241,6,TARIJA,60202,BERMEJO,9,3,3,,,15
242,6,TARIJA,60301,YACUIBA,19,4,6,,,29
243,6,TARIJA,60302,CARAPARI,6,11,,,,17
244,6,TARIJA,60303,VILLA MONTES,15,12,1,,,28
245,6,TARIJA,60401,URIONDO (A. CONCEPCION),5,3,,,,8
246,6,TARIJA,60402,YUNCHARA,2,5,,,,7
247,6,TARIJA,60501,SAN LORENZO(TJA),5,11,,,,16
248,6,TARIJA,60502,EL PUENTE(TJA),4,7,,,,11
249,6,TARIJA,60601,ENTRE RIOS  TRJ,6,23,,,,29
250,7,SANTA CRUZ,70101,SANTA CRUZ DE LA SIERRA,103,,45,4,6,158
251,7,SANTA CRUZ,70102,COTOCA,1,8,1,,,10
252,7,SANTA CRUZ,70103,PORONGO,1,7,,,,8
253,7,SANTA CRUZ,70104,LA GUARDIA,1,7,1,,,9
254,7,SANTA CRUZ,70105,EL TORNO,,10,1,,1,12
255,7,SANTA CRUZ,70201,WARNES,15,4,1,,,20
256,7,SANTA CRUZ,70202,OKINAWA,3,,1,,,4
257,7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,9,11,2,,,22
258,7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,1,2,,,,3
259,7,SANTA CRUZ,70303,SAN RAFAEL,2,,,,,2
260,7,SANTA CRUZ,70401,BUENA VISTA,3,8,,,,11
261,7,SANTA CRUZ,70402,SAN CARLOS,3,2,1,,,6
262,7,SANTA CRUZ,70403,YAPACANI,1,11,2,,,14
263,7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,2,3,1,,,6
264,7,SANTA CRUZ,70501,SAN JOSE DE CHIQUITOS,5,4,1,,,10
265,7,SANTA CRUZ,70502,PAILON,4,1,,,,5
266,7,SANTA CRUZ,70503,ROBORE,4,1,2,,,7
267,7,SANTA CRUZ,70601,PORTACHUELO,1,2,2,,,5
268,7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,3,8,,,,11
269,7,SANTA CRUZ,70603,COLPA BELGICA,2,1,,,,3
270,7,SANTA CRUZ,70701,LAGUNILLAS,2,5,,,,7
271,7,SANTA CRUZ,70702,CHARAGUA,6,10,1,,,17
272,7,SANTA CRUZ,70703,CABEZAS,4,4,,,,8
273,7,SANTA CRUZ,70704,CUEVO,2,3,,,,5
274,7,SANTA CRUZ,70705,GUTIERREZ,2,10,,,,12
275,7,SANTA CRUZ,70706,CAMIRI,8,4,3,,,15
276,7,SANTA CRUZ,70707,BOYUIBE,1,4,,,,5
277,7,SANTA CRUZ,70801,VALLEGRANDE,2,5,2,,,9
278,7,SANTA CRUZ,70802,TRIGAL,2,2,,,,4
279,7,SANTA CRUZ,70803,MORO MORO,4,,,,,4
280,7,SANTA CRUZ,70804,POSTRER VALLE,2,2,,,,4
281,7,SANTA CRUZ,70805,PUCARA,2,1,,,,3
282,7,SANTA CRUZ,70901,SAMAIPATA,1,2,2,,,5
283,7,SANTA CRUZ,70902,PAMPA GRANDE,1,4,,,,5
284,7,SANTA CRUZ,70903,MAIRANA,,3,2,,,5
285,7,SANTA CRUZ,70904,QUIRUSILLAS,,1,1,,,2
286,7,SANTA CRUZ,71001,MONTERO,11,1,4,,,16
287,7,SANTA CRUZ,71002,GENERAL SAAVEDRA,4,6,,,,10
288,7,SANTA CRUZ,71003,MINEROS,4,2,,,,6
289,7,SANTA CRUZ,71004,FERNANDEZ ALONSO,3,1,,,,4
290,7,SANTA CRUZ,71005,SAN PEDRO,4,5,,,,9
291,7,SANTA CRUZ,71101,CONCEPCION,,4,1,,,5
292,7,SANTA CRUZ,71102,SAN JAVIER(STC),1,,,,,1
293,7,SANTA CRUZ,71103,SAN RAMON SCZ,1,,,,,1
294,7,SANTA CRUZ,71104,SAN JULIAN,8,17,1,,,26
295,7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERIO,1,4,,,,5
296,7,SANTA CRUZ,71106,CUATRO CAÑADAS,6,2,,,,8
297,7,SANTA CRUZ,71201,SAN MATIAS,5,4,1,,,10
298,7,SANTA CRUZ,71301,COMARAPA,1,5,2,,,8
299,7,SANTA CRUZ,71302,SAIPINA,1,1,,,,2
300,7,SANTA CRUZ,71401,PUERTO SUAREZ,6,2,2,,,10
301,7,SANTA CRUZ,71402,PUERTO QUIJARRO,8,,,,,8
302,7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,2,3,,,,5
303,7,SANTA CRUZ,71501,ASCENCION DE GUARAYOS,,8,1,,,9
304,7,SANTA CRUZ,71502,URUBICHA,2,3,,,,5
305,7,SANTA CRUZ,71503,EL PUENTE(STC),4,2,,,,6
306,8,BENI,80101,TRINIDAD,31,6,1,3,1,42
307,8,BENI,80102,SAN JAVIER(BNI),2,2,,,,4
308,8,BENI,80201,RIBERALTA,12,14,3,,,29
309,8,BENI,80202,GUAYARAMERIN,14,5,2,,,21
310,8,BENI,80301,REYES,3,4,,,,7
311,8,BENI,80302,SAN BORJA,10,1,1,,,12
312,8,BENI,80303,SANTA ROSA,4,4,,,,8
313,8,BENI,80304,RURRENABAQUE,3,4,,,,7
314,8,BENI,80401,SANTA ANA,2,3,1,,,6
315,8,BENI,80402,EXALTACION,1,3,,,,4
316,8,BENI,80501,SAN IGNACIO,11,21,,,,32
317,8,BENI,80601,LORETO,3,4,,,,7
318,8,BENI,80602,SAN ANDRES,2,11,,,,13
319,8,BENI,80701,SAN JOAQUIN,2,1,,,,3
320,8,BENI,80702,SAN RAMON BENI,2,,,,,2
321,8,BENI,80703,PUERTO SILES,1,2,,,,3
322,8,BENI,80801,MAGDALENA,4,6,,,,10
323,8,BENI,80802,BAURES,3,4,,,,7
324,8,BENI,80803,HUARACAJE,2,,,,,2
325,9,PANDO,90101,COBIJA,15,3,2,,,20
326,9,PANDO,90102,PORVENIR,1,2,,,,3
327,9,PANDO,90103,BOLPEBRA,1,3,,,,4
328,9,PANDO,90104,BELLA FLOR,1,5,,,,6
329,9,PANDO,90201,PUERTO RICO,3,1,,,,4
330,9,PANDO,90202,SAN PEDRO(PND),,4,,,,4
331,9,PANDO,90203,FILADELFIA,2,4,,,,6
332,9,PANDO,90301,PUERTO GONZALO MORENO,1,7,,,,8
333,9,PANDO,90302,SAN LORENZO(PND),1,5,,,,6
334,9,PANDO,90303,SENA,1,3,,,,4
335,9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),2,,,,,2
336,9,PANDO,90402,INGAVI (HUMAITA),1,1,,,,2
337,9,PANDO,90501,NUEVO MANOA (NUEVA ESPERANZA),1,2,,,,3
338,9,PANDO,90502,VILLA NUEVA (LOMA ALTA),,6,,,,6
339,9,PANDO,90503,EUREKA (SANTOS MERCADO),1,1,,,,2
